2013-08-21 12:41:41,487	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:41,488	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:41,488	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:41,496	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:41,497	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:41,497	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:42,514	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:42,515	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:42,515	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:42,515	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:42,515	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:42,515	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:43,518	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:43,519	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:43,521	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:43,522	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:43,522	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:43,522	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:44,521	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:44,521	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:44,532	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:44,532	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:44,536	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:44,536	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:45,524	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:45,524	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:45,526	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:45,527	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:45,539	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:45,540	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:46,528	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:46,529	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:46,540	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:46,543	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:46,544	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:46,545	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:47,534	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:47,534	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:47,537	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:47,546	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:47,548	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:47,548	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:48,538	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:48,538	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:48,541	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:48,552	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:48,554	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:48,555	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:49,542	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:49,544	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:49,545	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:49,557	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:49,559	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:49,559	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:50,595	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:50,595	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:50,596	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:50,596	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:50,596	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:50,596	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:51,551	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:51,587	ASSIGN	hadoop-999-7	<memory:2048, vCores:1>
2013-08-21 12:41:51,587	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:51,600	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:51,600	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:51,601	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:51,601	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:52,555	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:52,557	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:52,567	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:52,569	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:52,571	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:52,583	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:53,564	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:53,565	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:53,571	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:53,572	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:53,576	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:53,587	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:54,565	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:54,565	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:54,579	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:54,580	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:54,580	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:54,593	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:55,569	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:55,570	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:55,578	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:55,579	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:55,583	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:55,599	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:56,577	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:56,578	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:56,585	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:56,586	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:56,591	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:56,609	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:57,582	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:57,582	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:57,589	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:57,589	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:57,595	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:57,614	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:58,586	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:58,587	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:58,592	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:58,593	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:58,598	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:58,620	HEARTBEAT	hadoop-999-7
2013-08-21 12:41:59,591	HEARTBEAT	hadoop-999-3
2013-08-21 12:41:59,592	HEARTBEAT	hadoop-999-2
2013-08-21 12:41:59,596	HEARTBEAT	hadoop-999-4
2013-08-21 12:41:59,596	HEARTBEAT	hadoop-999-5
2013-08-21 12:41:59,602	HEARTBEAT	hadoop-999-6
2013-08-21 12:41:59,626	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:00,595	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:00,597	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:00,599	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:00,601	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:00,605	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:00,631	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:01,599	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:01,600	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:01,602	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:01,604	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:01,609	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:01,637	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:02,603	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:02,606	ASSIGN	hadoop-999-2	<memory:1024, vCores:1>
2013-08-21 12:42:02,606	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:02,608	ASSIGN	hadoop-999-3	<memory:1024, vCores:1>
2013-08-21 12:42:02,608	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:02,608	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:02,612	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:02,642	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:03,607	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:03,611	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:03,612	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:03,612	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:03,617	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:03,648	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:04,615	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:04,616	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:04,621	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:04,654	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:04,704	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:04,732	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:05,619	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:05,621	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:05,625	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:05,660	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:05,709	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:05,744	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:06,623	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:06,624	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:06,630	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:06,665	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:06,715	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:06,750	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:07,626	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:07,627	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:07,633	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:07,698	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:07,720	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:07,756	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:08,632	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:08,632	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:08,637	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:08,706	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:08,726	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:08,761	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:09,635	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:09,636	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:09,642	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:09,711	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:09,731	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:09,767	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:10,639	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:10,640	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:10,645	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:10,717	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:10,737	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:10,779	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:11,646	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:11,650	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:11,651	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:11,725	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:11,745	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:11,789	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:12,651	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:12,652	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:12,654	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:12,732	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:12,754	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:12,796	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:13,657	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:13,658	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:13,660	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:13,739	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:13,761	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:13,804	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:14,661	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:14,664	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:14,664	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:14,745	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:14,765	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:14,813	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:15,666	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:15,669	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:15,669	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:15,753	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:15,773	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:15,818	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:16,671	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:16,672	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:16,674	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:16,758	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:16,779	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:17,092	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:17,674	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:17,676	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:17,678	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:17,765	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:17,785	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:18,114	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:18,677	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:18,680	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:18,681	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:18,770	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:18,791	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:19,120	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:19,681	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:19,684	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:19,685	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:19,778	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:19,823	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:20,162	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:20,685	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:20,688	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:20,689	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:20,784	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:20,831	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:21,168	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:21,689	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:21,692	HEARTBEAT	hadoop-999-6
2013-08-21 12:42:21,693	HEARTBEAT	hadoop-999-4
2013-08-21 12:42:21,789	HEARTBEAT	hadoop-999-7
2013-08-21 12:42:21,837	HEARTBEAT	hadoop-999-2
2013-08-21 12:42:22,174	HEARTBEAT	hadoop-999-3
2013-08-21 12:42:22,693	HEARTBEAT	hadoop-999-5
2013-08-21 12:42:22,698	HEARTBEAT	hadoop-999-6
