
job_1375753000728_0009 01:47:45 01:58:24 639.0 43 1 5368715100 5368709100 1859883 512030 1 969060 10366697472 0 3 cp t 1
job_1375753000728_0008 01:47:45 02:03:09 924.0 44 1 5368715100 5368709100 1911195 813066 1 1021110 10322726912 0 4 cp t 1
job_1375753000728_0006 01:47:45 01:56:36 531.0 42 1 5368715100 5368709100 1381453 499644 1 887070 10435723264 0 2 cp t 1
job_1375753000728_0010 01:47:45 01:59:46 721.0 45 1 5368715100 5368709100 2297094 500582 1 1014500 10323890176 0 5 cp t 1
job_1375753000728_0007 01:47:45 02:02:07 862.0 44 1 5368715100 5368709100 1777531 791223 1 974580 10369060864 0 4 cp t 1
job_1375753000728_0009 01:47:45 01:58:24 639.0 43 1 5368715100 5368709100 1859883 512030 1 969060 10366697472 0 3 cp t 2
job_1375753000728_0008 01:47:45 02:03:09 924.0 44 1 5368715100 5368709100 1911195 813066 1 1021110 10322726912 0 4 cp t 2
job_1375753000728_0006 01:47:45 01:56:36 531.0 42 1 5368715100 5368709100 1381453 499644 1 887070 10435723264 0 2 cp t 2
job_1375753000728_0010 01:47:45 01:59:46 721.0 45 1 5368715100 5368709100 2297094 500582 1 1014500 10323890176 0 5 cp t 2
job_1375753000728_0007 01:47:45 02:02:07 862.0 44 1 5368715100 5368709100 1777531 791223 1 974580 10369060864 0 4 cp t 2
job_1375753000728_0009 01:47:45 01:58:24 639.0 43 1 5368715100 5368709100 1859883 512030 1 969060 10366697472 0 3 cp t 3
job_1375753000728_0008 01:47:45 02:03:09 924.0 44 1 5368715100 5368709100 1911195 813066 1 1021110 10322726912 0 4 cp t 3
job_1375753000728_0006 01:47:45 01:56:36 531.0 42 1 5368715100 5368709100 1381453 499644 1 887070 10435723264 0 2 cp t 3
job_1375753000728_0010 01:47:45 01:59:46 721.0 45 1 5368715100 5368709100 2297094 500582 1 1014500 10323890176 0 5 cp t 3
job_1375753000728_0007 01:47:45 02:02:07 862.0 44 1 5368715100 5368709100 1777531 791223 1 974580 10369060864 0 4 cp t 3
job_1375753000728_0009 01:47:45 01:58:24 639.0 43 1 5368715100 5368709100 1859883 512030 1 969060 10366697472 0 3 cp t 4
job_1375753000728_0008 01:47:45 02:03:09 924.0 44 1 5368715100 5368709100 1911195 813066 1 1021110 10322726912 0 4 cp t 4
job_1375753000728_0006 01:47:45 01:56:36 531.0 42 1 5368715100 5368709100 1381453 499644 1 887070 10435723264 0 2 cp t 4
job_1375753000728_0010 01:47:45 01:59:46 721.0 45 1 5368715100 5368709100 2297094 500582 1 1014500 10323890176 0 5 cp t 4
job_1375753000728_0007 01:47:45 02:02:07 862.0 44 1 5368715100 5368709100 1777531 791223 1 974580 10369060864 0 4 cp t 4
job_1375753000728_0009 01:47:45 01:58:24 639.0 43 1 5368715100 5368709100 1859883 512030 1 969060 10366697472 0 3 cp t 5
job_1375753000728_0008 01:47:45 02:03:09 924.0 44 1 5368715100 5368709100 1911195 813066 1 1021110 10322726912 0 4 cp t 5
job_1375753000728_0006 01:47:45 01:56:36 531.0 42 1 5368715100 5368709100 1381453 499644 1 887070 10435723264 0 2 cp t 5
job_1375753000728_0010 01:47:45 01:59:46 721.0 45 1 5368715100 5368709100 2297094 500582 1 1014500 10323890176 0 5 cp t 5
job_1375753000728_0007 01:47:45 02:02:07 862.0 44 1 5368715100 5368709100 1777531 791223 1 974580 10369060864 0 4 cp t 5
